,s_id,roaduser_id,startx_axis,starty_axis,endx_axis,endy_axis,speed,max_speed,numberofcycle,start_cycle,user_type
186,57,p260,56.31851855,35.05727711,49.85657547065557,49.558503294514594,1.057007601,1.2,1128,1112,1
187,57,v91,71.47306452,47.85726254,30.831485743860583,25.681046184658577,0.333262403,4,1128,1106,2
188,58,v78,64.65460107,44.22395443,4.8259969014915,11.069112511507424,2.1039608,4,874,844,2
189,58,p328,57.47831062,44.55873192,66.41174413028139,28.3919343984638,0.836974553,1.2,874,845,1
190,58,p326,58.76988722,45.24419751,67.2285157749969,28.288695363211865,0.8506583409999999,1.2,874,846,1
191,58,p294,63.44692669,37.68681715,52.13295078700473,55.324827989585955,0.150974831,1.2,874,844,1
192,59,p217,45.44240159,38.98040036,41.39854577699351,23.447500492016292,1.264987405,1.2,1040,1002,1
193,59,p218,44.99827571,38.63297106,40.21235308646518,23.261101018563295,1.322179959,1.2,1040,1004,1
194,59,v85,69.76848163,45.88580741,-6.904376407706707,3.2408364936491125,1.8292521640000001,4,1040,1002,2
195,60,p304,69.528076,39.44304133,46.86450150680755,49.93307151027366,1.877318366,1.2,1012,982,1
196,60,p305,63.6549056,34.59236893,51.42124370471394,52.23119933183024,0.9283151070000001,1.2,1013,981,1
197,60,v57,43.24328632,27.87037054,120.46229126855938,73.18541959724828,3.7886253439999997,4,1013,981,2
198,61,p343,59.33968481,45.12756606,70.48638620173712,26.29500388049499,0.717338907,1.2,1113,1074,1
199,61,v89,82.07314983,54.27564042,5.854483400916628,11.517942324734285,5.094471458,4,1113,1074,2
200,62,p217,44.43003376,35.15062969,43.33979835584738,23.109290363561446,0.298356423,1.2,1040,1012,1
201,62,p218,43.81454279,34.93431804,41.85908674095874,22.87330341824538,0.465279726,1.2,1040,1012,1
202,62,v87,74.56241163,49.95527153,25.767407233867758,18.113706022342086,2.034282136,4,1040,1013,2
203,63,v116,61.4123921,42.25259337,24.52700772059888,22.021272422716184,0.9553950640000001,4,1213,1194,2
204,63,p464,57.47322287,43.37269659,72.37138968810845,45.312446642336866,0.703341715,1.2,1213,1196,1
205,63,p273,56.09105783,35.91331665,46.039587309916286,50.06847141086611,1.492650622,1.2,1212,1194,1
206,64,v119,75.96295851,50.61581218,29.639540906681198,24.70449318695328,4.56647955,4,1243,1228,2
207,64,p467,66.70120348,48.18920766,75.13353444406965,39.1617674522669,0.029685395,1.2,1243,1228,1
208,65,p349,51.28048105,40.02201617,58.91627057235216,25.88201394162682,0.174741557,1.2,1296,1278,1
209,65,p350,50.28721256,39.41852318,56.39634733650796,25.1678306900833,0.48004673299999995,1.2,1296,1278,1
210,65,v121,63.816018500000006,43.32524083,21.23363880667214,23.63150441994237,2.154598343,4,1296,1278,2
211,66,v122,61.65269433,42.34667006,20.514254007139236,20.02183703378146,4.208304831,4,1309,1294,2
212,66,p386,55.2130666,37.53539023,46.784647453110466,49.341217758016086,1.6500701169999998,1.2,1307,1294,1
213,67,v96,45.91722618,29.51387241,82.68397951360507,50.74735711499639,3.242538725,4,1330,1314,2
214,67,p388,54.55548975,31.09971884,40.52270758508101,37.75453388453888,1.145559148,1.2,1330,1314,1
215,68,v96,50.06037218,31.80691459,86.395202176465,48.77055501554243,0.13915429,4,1368,1351,2
216,68,p393,54.11880105,30.8022489,51.159084450540114,45.848395702460884,1.1045117340000001,1.2,1368,1351,1
217,69,v308,47.22339677,30.26051979,90.31273546854229,56.0597439167509,2.209364851,4,1382,1366,2
218,69,p394,54.31388808,29.704194899999997,48.89207521780834,43.7890371409465,1.436244131,1.2,1382,1366,1
219,70,v126,72.11153076,48.41778789,32.83180250943545,26.54345652024196,3.372045809,4,1384,1364,2
220,70,v127,79.38278677,52.39673211,37.873687105398936,29.19032382304449,3.48314836,4,1384,1365,2
221,70,p470,60.94276368,44.27364838,69.5338654678177,31.114159350077216,0.512916049,1.2,1384,1364,1
222,70,p469,60.25634747,45.47391013,71.72086317417454,35.06612927001693,0.420551898,1.2,1384,1364,1
223,71,p353,47.882595200000004,37.24126305,67.34401417303661,29.613271372097152,1.0154289509999999,1.2,1394,1370,1
224,71,p354,49.10309274,40.51911405,58.62629632166225,22.058123738802642,0.875844198,1.2,1396,1370,1
225,71,p355,48.52824896,40.53342645,58.17597551079686,21.601019632334168,0.918967027,1.2,1396,1370,1
226,71,p394,53.53366922,31.79771619,45.445856907632276,52.8314874963333,0.858629172,1.2,1396,1370,1
227,71,v97,42.96295046,27.58258841,84.32360399270937,50.389557472429466,2.187124437,4,1396,1370,2
228,71,v98,36.84067520000001,23.19127031,76.45758239506847,50.93215996938407,2.583898337,4,1396,1370,2
229,72,p396,55.24885316,37.39904097,45.58554780130892,49.52675620328593,1.2137242259999999,1.2,1410,1394,1
230,72,v127,61.26150629999999,42.03482731,24.00434613409827,20.334034736929002,1.437315027,4,1410,1394,2
231,73,v128,64.95530022,44.58459483,28.510114602869244,22.727371824824566,0.983961518,4,1422,1400,2
232,73,v129,69.97112091,47.24449693,33.4246610037201,26.511658921026747,1.338151716,4,1422,1400,2
233,73,p437,62.92797645,39.39864841,51.03714692595905,53.25842135600979,1.1763939079999999,1.2,1422,1400,1
234,74,v99,57.47134341,36.70207878,99.19270806713178,58.71832975633142,1.613733701,4,1442,1420,2
235,74,p471,61.15278467,41.86305072,69.53127387842741,25.032712471645304,1.2233515670000001,1.2,1442,1420,1
236,74,p472,60.54510471,42.2845381,68.32852818613489,25.56621364124133,1.222549747,1.2,1441,1420,1
237,74,p439,67.35324198,35.819439200000005,61.804494713153154,53.48646370897458,1.3458757780000001,1.2,1442,1423,1
238,75,v128,55.35935195,39.36492949,8.53028547430668,12.209787410764157,0.418917198,4,1454,1432,2
239,75,v129,59.29634501,41.12557013,17.18656299474612,17.10491139007007,0.481283652,4,1454,1432,2
240,75,p399,48.70364941,32.07233758,48.71415090459377,52.44119199514875,1.611078443,1.2,1454,1432,1
241,75,p400,43.31753293,29.938270899999996,47.03741757973557,49.85477117557953,1.4446606990000002,1.2,1454,1432,1
242,76,v101,50.41895317,32.40866107,88.32023103513583,55.79317495437438,0.965061728,4,1472,1456,2
243,76,p473,60.07945893,40.62683465,69.23248127461083,27.567278692702892,1.336438813,1.2,1472,1456,1
244,77,v104,26.32261152,15.39410853,61.14003379241785,43.98480730331612,2.0282282830000002,4,1478,1460,2
245,77,p401,35.93543648,18.54252104,26.78161349457911,32.432574990675896,0.899272513,1.2,1478,1460,1
246,78,p402,54.18836824,31.88044801,48.662341648668544,46.64202427760207,2.032039379,1.2,1483,1469,1
247,78,v103,43.99107995,28.04455736,82.21148688453565,51.45748106300576,2.6651838519999997,4,1483,1469,2
248,79,p361,52.95980478,34.24492097,59.664556950160915,20.839643751792792,1.4634933319999999,1.2,1502,1488,1
249,79,p362,52.27450472,33.54794478,59.445819395323184,20.674011120627462,1.3743766169999998,1.2,1502,1488,1
250,79,v104,44.54406482,28.71553641,80.91661435321983,53.04772235681787,1.416227551,4,1502,1488,2
251,80,v106,53.03813694,33.92794629,101.32434074998557,62.268918153581936,3.319895911,4,1533,1513,2
252,80,p445,64.59898232,38.11117123,58.80515925108345,49.050962555459236,0.05449579,1.2,1533,1513,1
253,81,v313,68.51850084,46.31402484,31.798628320101884,23.892446835571185,2.32735429,4,1542,1527,2
254,81,p445,63.48884034,40.39354943,60.990143665578465,56.19135927770682,1.350977591,1.2,1542,1527,1
255,82,p363,50.77321485,39.12180925,56.55367912736376,24.05810373112947,1.2343890990000002,1.2,1566,1550,1
256,82,v131,58.62917831,40.25802022,20.864677560853238,20.203930693354515,1.131084269,4,1566,1550,2
257,82,v132,63.75868439,43.57283065,25.64026107576911,23.087873550577406,1.8980191180000001,4,1566,1550,2
258,82,v133,71.37527046,48.1172374,32.450165966930086,24.765086838154456,2.3997388440000003,4,1566,1550,2
259,82,v134,77.68693853,51.96233909,38.3081242040029,28.578419425780183,2.301440849,4,1566,1551,2
260,83,v109,41.566421399999996,27.27377849,85.08237907154738,54.63571279759709,3.59025376,4,1620,1602,2
